,name,DOB,age,heightIN,nickname,reachIN,stance,weightclass,sumTotStksLnd,sumTotStksAtt,sumSigStksLnd,sumSigStksAtt,sumTDsLnd,sumTDsAtt,sumSubAtt,sumCtrlSec,sumKDs,sumRevs,sumSigBodyLnd,sumSigBodyAtt,sumSigHeadLnd,sumSigHeadAtt,sumSigLegLnd,sumSigLegAtt,sumSigDistLnd,sumSigDistAtt,sumSigClchLnd,sumSigClchAtt,sumSigGndLnd,sumSigGndAtt,sumTotStksAbs,sumTotStksSeen,sumSigStksAbs,sumSigStksSeen,sumTDsAbs,sumTDsSeen,sumSubEsc,sumCtrldSec,sumKedD,sumReversed,sumSigBodyAbs,sumSigBodySeen,sumSigHeadAbs,sumSigHeadSeen,sumSigLegAbs,sumSigLegSeen,sumSigDistAbs,sumSigDistSeen,sumSigClchAbs,sumSigClchSeen,sumSigGndAbs,sumSigGndSeen,sumFightSec,sumDecWin,sumSubWin,sumKOWin,sumDQWin,sumDecLoss,sumSubLoss,sumKOLoss,sumDQLoss,wins,losses,draws,NCs,sumTitleFights,winPCT,fights,TotStkPerMin,SigStkPerMin,TotStkAcc,SigStkAcc,StkHeadPerMin,StkBodyPerMin,StkLegPerMin,SigHeadStkAcc,SigBodyStkAcc,SigLegStkAcc,StkDistPerMin,StkClchPerMin,StkGndPerMin,SigDistStkAcc,SigClchStkAcc,SigGndStkAcc,TotStkAbsPerMin,SigStkAbsPerMin,TotStkDef,SigStkDef,StkHeadAbsPerMin,StkBodyAbsPerMin,StkLegAbsPerMin,SigHeadStkDef,SigBodyStkDef,SigLegStkDef,StkDistAbsPerMin,StkClchAbsPerMin,StkGndAbsPerMin,SigDistStkDef,SigClchStkDef,SigGndStkDef,TotStkPerMinDiff,SigStkPerMinDiff,CtrlSecPerMin,CtrldSecPerMin,CtrlDiff,TDAcc,TDDef,TDsPerMin,TDsAbsPerMin,KDsPer100Stk,ageLastFight
10,Abner Lloveras,1982-09-04,39,71,SKULLMAN,71,Unknown,Men's Lightweight,99,194,94,189,2,10,0,171,0,0,33,40,55,143,6,6,76,162,18,27,0,0,135,217,103,182,0,0,0,30,0,0,22,30,42,111,39,41,81,149,22,31,0,2,900,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,1,6.6,6.266666666666667,0.5103092783505154,0.4973544973544973,3.6666666666666665,2.2,0.4,0.38461538461538464,0.825,1.0,5.066666666666666,1.2,0.0,0.4691358024691358,0.6666666666666666,0.0,9.0,6.866666666666666,0.37788018433179726,0.4340659340659341,2.8,1.4666666666666666,2.6,0.6216216216216216,0.2666666666666667,0.04878048780487809,5.4,1.4666666666666666,0.0,0.4563758389261745,0.29032258064516125,1.0,-2.4000000000000004,-0.5999999999999996,11.4,2.0,9.4,0.2,0.0,0.13333333333333333,0.0,0.0,33.0
11,Abu Azaitar,1986-03-10,36,69,CAPTAIN MOROCCO,76,Orthodox,Men's Middleweight,277,487,156,347,1,4,0,321,0,1,59,80,78,247,19,20,112,290,31,41,13,16,253,430,160,320,3,5,1,657,1,1,12,17,136,289,12,14,95,226,18,25,47,69,1796,1,0,0,0,0,0,1,0,1,1,0,0,0,0.5,2,9.253897550111358,5.211581291759465,0.5687885010266941,0.4495677233429395,2.6057906458797326,1.9710467706013364,0.6347438752783965,0.3157894736842105,0.7375,0.95,3.7416481069042318,1.0356347438752784,0.43429844097995546,0.38620689655172413,0.7560975609756098,0.8125,8.452115812917594,5.3452115812917596,0.41162790697674423,0.5,4.543429844097996,0.40089086859688194,0.40089086859688194,0.5294117647058824,0.2941176470588235,0.1428571428571429,3.173719376391982,0.6013363028953229,1.5701559020044544,0.5796460176991151,0.28,0.3188405797101449,0.8017817371937639,-0.13363028953229428,10.723830734966592,21.948775055679288,-11.224944320712696,0.25,0.4,0.03340757238307349,0.10022271714922049,0.0,35.0
12,Abubakar Nurmagomedov,1989-11-13,32,71,0,72,Orthodox,Men's Welterweight,122,198,64,129,2,6,0,368,0,0,9,9,48,113,7,7,60,124,4,5,0,0,136,241,45,147,0,0,2,0,0,0,13,28,30,117,2,2,37,138,3,3,5,6,1070,1,0,0,0,0,1,0,0,1,1,0,0,0,0.5,2,6.841121495327103,3.5887850467289724,0.6161616161616161,0.49612403100775193,2.6915887850467293,0.5046728971962617,0.39252336448598135,0.4247787610619469,1.0,1.0,3.3644859813084116,0.22429906542056077,0.0,0.4838709677419355,0.8,0.0,7.626168224299066,2.5233644859813085,0.43568464730290457,0.6938775510204082,1.6822429906542058,0.7289719626168225,0.11214953271028039,0.7435897435897436,0.5357142857142857,0.0,2.074766355140187,0.16822429906542058,0.28037383177570097,0.7318840579710144,0.0,0.16666666666666663,-0.7850467289719631,1.065420560747664,20.63551401869159,0.0,20.63551401869159,0.3333333333333333,0.0,0.11214953271028039,0.0,0.0,31.0
13,Adam Cella,1985-06-26,36,74,EL NATUREL,74,Unknown,Men's Middleweight,4,14,2,12,0,0,0,0,0,0,0,2,1,8,1,2,2,12,0,0,0,0,16,23,6,11,1,1,1,141,0,0,0,1,5,8,1,2,2,7,0,0,4,4,191,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,1,1.256544502617801,0.6282722513089005,0.2857142857142857,0.16666666666666666,0.31413612565445026,0.0,0.31413612565445026,0.125,0.0,0.5,0.6282722513089005,0.0,0.0,0.16666666666666666,0.0,0.0,5.026178010471204,1.8848167539267018,0.30434782608695654,0.4545454545454546,1.5706806282722514,0.0,0.31413612565445026,0.375,1.0,0.5,0.6282722513089005,0.0,1.256544502617801,0.7142857142857143,0.0,0.0,-3.769633507853403,-1.2565445026178013,0.0,44.29319371727749,-44.29319371727749,0.0,0.0,0.0,0.31413612565445026,0.0,28.0
14,Adam Milstead,1987-07-03,34,75,THE PROTOTYPE,76,Orthodox,Men's Lightheavyweight,156,303,127,271,0,0,0,20,0,0,13,17,105,245,9,9,101,234,22,33,4,4,335,490,158,279,10,28,0,1028,2,0,25,31,104,218,29,30,107,220,14,18,37,41,1979,0,0,1,0,1,0,1,0,1,2,0,1,0,0.25,4,4.72966144517433,3.8504295098534613,0.5148514851485149,0.46863468634686345,3.1834259727134917,0.39413845376452755,0.27286508337544213,0.42857142857142855,0.7647058823529411,1.0,3.062152602324406,0.6670035371399696,0.1212733703890854,0.43162393162393164,0.6666666666666666,1.0,10.1566447700859,4.790298130368873,0.3163265306122449,0.4336917562724014,3.1531076301162204,0.7579585649317837,0.8792319353208691,0.5229357798165137,0.19354838709677424,0.033333333333333326,3.2440626579080343,0.4244567963617989,1.1217786760990398,0.5136363636363637,0.2222222222222222,0.09756097560975607,-5.42698332491157,-0.9398686205154116,0.6063668519454269,31.167256189994944,-30.560889338049517,0.0,0.6428571428571428,0.0,0.30318342597271347,0.0,31.0
15,Adam Wieczorek,1992-02-05,30,77,SIWY,81,Orthodox,Men's Heavyweight,118,222,62,160,1,3,1,266,0,0,21,28,28,116,13,16,43,136,12,13,7,11,156,247,69,134,7,17,0,1238,0,0,23,26,33,93,13,15,32,83,11,13,26,38,2219,1,1,0,0,1,0,0,0,2,1,0,0,0,0.6666666666666666,3,3.1906264082920233,1.6764308246958088,0.5315315315315315,0.3875,0.7570977917981072,0.5678233438485805,0.3515096890491212,0.2413793103448276,0.75,0.8125,1.1626858945470933,0.32447048219918884,0.1892744479495268,0.3161764705882353,0.9230769230769231,0.6363636363636364,4.218116268589455,1.8657052726453356,0.368421052631579,0.4850746268656716,0.8922938260477692,0.6219017575484452,0.3515096890491212,0.6451612903225806,0.11538461538461542,0.1333333333333333,0.8652546191978369,0.2974312753492564,0.7030193780982424,0.6144578313253012,0.15384615384615385,0.3157894736842105,-1.0274898602974316,-0.18927444794952675,7.192429022082019,33.47453808021631,-26.282109058134296,0.3333333333333333,0.5882352941176471,0.027039206849932402,0.1892744479495268,0.0,27.0
16,Adam Yandiev,1988-08-07,33,69,BORODA,74,Orthodox,Men's Middleweight,1,12,1,12,0,0,0,0,0,0,0,2,0,9,1,1,1,10,0,2,0,0,55,82,35,55,3,4,2,215,0,0,1,2,33,52,1,1,3,15,2,2,30,38,342,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0,1,0.17543859649122806,0.17543859649122806,0.08333333333333333,0.08333333333333333,0.0,0.0,0.17543859649122806,0.0,0.0,1.0,0.17543859649122806,0.0,0.0,0.1,0.0,0.0,9.649122807017543,6.140350877192982,0.3292682926829268,0.36363636363636365,5.7894736842105265,0.17543859649122806,0.17543859649122806,0.3653846153846154,0.5,0.0,0.5263157894736842,0.3508771929824561,5.263157894736842,0.8,0.0,0.21052631578947367,-9.473684210526315,-5.964912280701754,0.0,37.719298245614034,-37.719298245614034,0.0,0.25,0.0,0.5263157894736842,0.0,30.0
17,Adlan Amagov,1986-10-30,35,74,BORZ,76,Orthodox,Men's Welterweight,80,152,53,125,6,11,0,274,1,0,8,15,22,71,23,39,29,87,15,23,9,15,28,86,9,67,0,3,0,38,0,0,2,5,1,48,6,14,7,62,2,5,0,0,1080,1,0,1,0,0,0,0,0,2,0,0,0,0,1.0,2,4.444444444444445,2.9444444444444446,0.5263157894736842,0.424,1.2222222222222223,0.4444444444444444,1.2777777777777777,0.30985915492957744,0.5333333333333333,0.5897435897435898,1.6111111111111112,0.8333333333333334,0.5,0.3333333333333333,0.6521739130434783,0.6,1.5555555555555556,0.5,0.6744186046511628,0.8656716417910448,0.05555555555555555,0.1111111111111111,0.3333333333333333,0.9791666666666666,0.6,0.5714285714285714,0.3888888888888889,0.1111111111111111,0.0,0.8870967741935484,0.6,0.0,2.8888888888888893,2.4444444444444446,15.222222222222221,2.111111111111111,13.11111111111111,0.5454545454545454,1.0,0.3333333333333333,0.0,1.8867924528301885,27.0
18,Adrian Serrano,1963-12-23,58,68,0,68,Unknown,Men's Welterweight,55,79,6,23,0,2,0,187,0,1,4,7,2,16,0,0,3,15,3,8,0,0,51,85,26,55,3,6,0,120,0,0,5,7,15,41,6,7,21,44,3,5,2,6,600,0,0,0,0,1,0,0,0,0,1,0,0,0,0.0,1,5.5,0.6,0.6962025316455697,0.2608695652173913,0.2,0.4,0.0,0.125,0.5714285714285714,0.0,0.3,0.3,0.0,0.2,0.375,0.0,5.1,2.6,0.4,0.5272727272727273,1.5,0.5,0.6,0.6341463414634146,0.2857142857142857,0.1428571428571429,2.1,0.3,0.2,0.5227272727272727,0.4,0.6666666666666667,0.40000000000000036,-2.0,18.7,12.0,6.699999999999999,0.0,0.5,0.0,0.3,0.0,36.0
19,Adrian Yanez,1993-11-29,28,67,0,70,Orthodox,Men's Bantamweight,123,322,122,321,0,0,0,12,4,0,16,40,88,261,18,20,115,307,1,1,6,13,101,220,98,217,0,4,0,54,0,0,11,15,80,195,7,7,98,216,0,1,0,0,1224,0,0,3,0,0,0,0,0,3,0,0,0,0,1.0,3,6.029411764705883,5.980392156862745,0.38198757763975155,0.38006230529595014,4.313725490196079,0.7843137254901962,0.8823529411764707,0.3371647509578544,0.4,0.9,5.637254901960785,0.04901960784313726,0.29411764705882354,0.3745928338762215,1.0,0.46153846153846156,4.950980392156863,4.803921568627452,0.5409090909090909,0.5483870967741935,3.9215686274509807,0.5392156862745099,0.3431372549019608,0.5897435897435898,0.2666666666666667,0.0,4.803921568627452,0.0,0.0,0.5462962962962963,1.0,0.0,1.0784313725490202,1.1764705882352935,0.5882352941176471,2.647058823529412,-2.058823529411765,0.0,1.0,0.0,0.0,3.278688524590164,28.0
20,Adriano Martins,1982-12-16,39,70,0,72,Southpaw,Men's Lightweight,131,265,103,234,4,5,2,375,2,0,11,17,55,173,37,44,96,220,0,3,7,11,110,344,108,342,1,7,0,16,2,0,39,74,35,214,34,54,104,336,2,4,2,2,3445,1,1,2,0,1,0,2,0,4,3,0,0,0,0.5714285714285714,7,2.281567489114659,1.7939042089985486,0.49433962264150944,0.44017094017094016,0.9579100145137881,0.19158200290275762,0.6444121915820029,0.3179190751445087,0.6470588235294118,0.8409090909090909,1.671988388969521,0.0,0.12191582002902758,0.43636363636363634,0.0,0.6363636363636364,1.9158200290275762,1.8809869375907113,0.6802325581395349,0.6842105263157895,0.6095791001451379,0.679245283018868,0.5921625544267054,0.8364485981308412,0.472972972972973,0.37037037037037035,1.8113207547169812,0.03483309143686502,0.03483309143686502,0.6904761904761905,0.5,0.0,0.3657474600870827,-0.0870827285921627,6.531204644412192,0.27866473149492016,6.252539912917272,0.8,0.8571428571428572,0.06966618287373004,0.01741654571843251,1.941747572815534,35.0
21,Adriano Santos,1900-01-01,122,101,0,101,Unknown,Men's Middleweight,21,47,11,36,2,3,0,0,0,1,2,3,8,30,1,3,4,24,0,0,7,12,53,66,31,44,4,4,0,0,0,0,1,1,26,36,4,7,11,23,1,1,19,20,540,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,1,2.3333333333333335,1.2222222222222223,0.44680851063829785,0.3055555555555556,0.8888888888888888,0.2222222222222222,0.1111111111111111,0.26666666666666666,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.0,0.7777777777777778,0.16666666666666666,0.0,0.5833333333333334,5.888888888888889,3.4444444444444446,0.19696969696969702,0.2954545454545454,2.888888888888889,0.1111111111111111,0.4444444444444444,0.2777777777777778,0.0,0.4285714285714286,1.2222222222222223,0.1111111111111111,2.111111111111111,0.5217391304347826,0.0,0.050000000000000044,-3.555555555555556,-2.2222222222222223,0.0,0.0,0.0,0.6666666666666666,0.0,0.2222222222222222,0.4444444444444444,0.0,99.0
22,Aiemann Zahabi,1987-11-19,34,68,0,68,Orthodox,Men's Bantamweight,130,313,127,310,1,6,0,160,2,1,21,32,99,270,7,8,113,290,9,13,5,7,190,525,176,511,5,18,0,180,1,0,36,64,94,390,46,57,163,494,7,11,6,6,2703,1,0,1,0,1,0,1,1,2,2,0,0,0,0.5,4,2.885682574916759,2.819089900110988,0.41533546325878595,0.4096774193548387,2.197558268590455,0.4661487236403996,0.1553829078801332,0.36666666666666664,0.65625,0.875,2.5083240843507215,0.1997780244173141,0.11098779134295228,0.3896551724137931,0.6923076923076923,0.7142857142857143,4.217536071032186,3.9067702552719203,0.638095238095238,0.6555772994129159,2.086570477247503,0.7991120976692564,1.021087680355161,0.7589743589743589,0.4375,0.19298245614035092,3.618201997780244,0.1553829078801332,0.13318534961154274,0.6700404858299596,0.36363636363636365,0.0,-1.3318534961154271,-1.0876803551609324,3.551609322974473,3.9955604883462823,-0.44395116537180934,0.16666666666666666,0.7222222222222222,0.022197558268590458,0.11098779134295228,1.574803149606299,33.0
23,Aisling Daly,1987-12-24,34,62,AIS THE BASH,64,Orthodox,Women's Strawweight,268,376,102,196,5,12,2,1266,0,0,25,35,71,153,6,8,16,63,28,40,58,93,200,277,49,111,4,6,1,585,0,0,10,16,32,87,7,8,21,56,20,35,8,20,2093,1,1,0,0,1,0,0,0,2,1,0,0,0,0.6666666666666666,3,7.682752030578118,2.9240324892498806,0.7127659574468085,0.5204081632653061,2.0353559483994266,0.716674629718108,0.17200191113234592,0.46405228758169936,0.7142857142857143,0.75,0.4586717630195891,0.802675585284281,1.6626851409460106,0.25396825396825395,0.7,0.6236559139784946,5.733397037744864,1.4046822742474916,0.27797833935018046,0.5585585585585586,0.9173435260391782,0.2866698518872432,0.20066889632107024,0.632183908045977,0.375,0.125,0.6020066889632107,0.5733397037744864,0.22933588150979456,0.625,0.4285714285714286,0.6,1.9493549928332534,1.519350215002389,36.29240324892499,16.77018633540373,19.522216913521262,0.4166666666666667,0.33333333333333337,0.1433349259436216,0.11466794075489728,0.0,28.0
